id,name
HP:6000010,Linear Hyperpigmentation along Blaschko's lines
HP:0045080,Decreased proportion of CD3-positive T cells
HP:0000308,Microretrognathia
HP:0007588,Reticular hyperpigmentation
HP:0003811,Neonatal death
HP:0032215,Disseminated cutaneous warts
HP:0001698,Pericardial effusion
HP:0040219,Absent natural killer cells
HP:0011946,Bronchiolitis obliterans
HP:0000444,Convex nasal ridge
HP:0000311,Round face
HP:0032437,Reduced circulating C-reactive protein concecntration
HP:0007112,Temporal cortical atrophy
HP:0033587,Vulvar abscess
HP:0001635,Congestive heart failure
HP:0040187,Neonatal sepsis
HP:0009789,Perianal abscess
HP:0045074,Thin eyebrow
HP:0004796,Gastrointestinal obstruction
HP:0007041,Chronic lymphocytic meningitis
HP:0040218,Reduced natural killer cell count
HP:0006766,Papillary renal cell carcinoma
HP:0008058,Aplasia/Hypoplasia of the optic nerve
HP:0000938,Osteopenia
HP:0001156,Brachydactyly
HP:0410354,Increased sialylated N-glycan level
HP:0005521,Disseminated intravascular coagulation
HP:0032249,Coccidioidomycosis
HP:0003075,Hypoproteinemia
HP:0001338,Partial agenesis of the corpus callosum
HP:0040126,Abnormal circulating vitamin B12 concentration
HP:0031694,Severe adenovirus infection
HP:0005639,Hyperextensible hand joints
HP:0000384,Preauricular skin tag
HP:0005528,Bone marrow hypocellularity
HP:0002206,Pulmonary fibrosis
HP:0034890,Positive CMV urine nucleic acid test
HP:0100324,Scleroderma
HP:0033605,Pustular rash
HP:0011343,Moderate global developmental delay
HP:4000201,Abnormal circulating alpha mannosidase activity
HP:0033700,Papulovesicular eruption
HP:0008866,Failure to thrive secondary to recurrent infections
HP:0001019,Erythroderma
HP:0003139,Panhypogammaglobulinemia
HP:0100867,Duodenal stenosis
HP:0033255,Congenital lobar overinflation
HP:0005263,Gastritis
HP:0007459,Generalized anhidrosis
HP:0000648,Optic atrophy
HP:0000371,Acute otitis media
HP:0002041,Intractable diarrhea
HP:0007018,Attention deficit hyperactivity disorder
HP:0031123,Recurrent gastroenteritis
HP:0030417,Squamous cell carcinoma of the vulva
HP:0410328,Egg allergy
HP:0002202,Pleural effusion
HP:0002021,Pyloric stenosis
HP:0032137,Decreased circulating IgG3 level
HP:0410017,Otitis externa
HP:0012500,Verrucous papule
HP:0032167,Clostridium difficile enteritis
HP:0002315,Headache
HP:0002842,Recurrent Burkholderia cepacia infections
HP:0000155,Oral ulcer
HP:0001741,Phimosis
HP:0007238,Nonarteriosclerotic cerebral calcification
HP:0005764,Polyarticular arthritis
HP:0000829,Hypoparathyroidism
HP:0031413,Short telomere length
HP:0002850,Decreased circulating total IgM
HP:0008163,Decreased circulating cortisol level
HP:0000350,Small forehead
HP:0007892,Hypoplasia of the lacrimal punctum
HP:0001947,Renal tubular acidosis
HP:0030253,Defective T cell proliferation
HP:0002743,Recurrent enteroviral infections
HP:0410333,Seafood allergy
HP:0001904,Neutropenia in presence of anti-neutropil antibodies
HP:0000010,Recurrent urinary tract infections
HP:0000105,Enlarged kidney
HP:0002593,Intestinal lymphangiectasia
HP:0003691,Scapular winging
HP:0000972,Palmoplantar hyperkeratosis
HP:0410324,Dust mite allergy
HP:0001257,Spasticity
HP:0000394,Lop ear
HP:0001252,Hypotonia
HP:0001640,Cardiomegaly
HP:0031402,Reduced antigen-specific T cell proliferation
HP:0400008,Menometrorrhagia
HP:0100750,Atelectasis
HP:0002213,Fine hair
HP:0100658,Cellulitis
HP:0410298,Partial absence of specific antibody response to hepatitis B vaccine
HP:0000872,Hashimoto thyroiditis
HP:0100613,Death in early adulthood
HP:0031864,Bacteremia
HP:0030350,Erythematous papule
HP:0003765,Psoriasiform dermatitis
HP:0040075,Hypopituitarism
HP:0000001,All
